"index","word","meaning","pos","rank"
"4436","imprevisto","unforeseen, unexpected","adj","4436"
"4437","psicología","psychology","nf","4437"
"4438","soviético","Soviet","adj","4438"
"4439","potencial","potential","adj","4439"
"4440","ambulante","traveling","adj","4440"
"4441","agrupar","to put in a group","v","4441"
"4442","exageración","exaggeration","nf","4442"
"4443","apreciación","appreciation, assessment","nf","4443"
"4444","perverso","perverse, wicked","adj","4444"
"4445","estallido","crash, outbreak, explosion","nm","4445"
"4446","ardiente","passionate, ardent","adj","4446"
"4447","talón","heel, check, coupon, stub","nm","4447"
"4448","atener","to abide by, comply with","v","4448"
"4449","colchón","mattress","nm","4449"
"4450","tenue","tenuous, flimsy","adj","4450"
"4451","tinte","tint, dye","nm","4451"
"4452","indiscutible","indisputable, unquestionable","adj","4452"
"4453","imprenta","printing house","nf","4453"
"4454","bastón","walking cane","nm","4454"
"4455","sombrío","shady, dark, dismal","adj","4455"
"4456","humillación","humiliation","nf","4456"
"4457","trance","trance, fix, enrapture","nm","4457"
"4458","volante","steering wheel","nm","4458"
"4459","adolescente","adolescent (adj)","adj","4459"
"4460","encabezar","to head, lead off","v","4460"
"4461","rosado","pink, rosy","adj","4461"
"4462","amistoso","friendly","adj","4462"
"4463","noble","nobleman, noble (nc)","nc","4463"
"4464","radicalmente","radically","adv","4464"
"4465","reclamo","claim, complaint, protest","nm","4465"
"4466","asesor","adviser, consultant","nm/f","4466"
"4467","perteneciente","pertaining, belonging","adj","4467"
"4468","novelista","novelist","nc","4468"
"4469","herido","wounded (person) (nm)","nm","4469"
"4470","necesitado","poor, needy","adj","4470"
"4471","indefinido","vague, indefinite","adj","4471"
"4472","solidario","united, jointly shared","adj","4472"
"4473","paralizado","paralyzed","adj","4473"
"4474","grueso","bulk, mass (nm)","nm","4474"
"4475","chupar","to suck","v","4475"
"4476","grabación","recording","nf","4476"
"4477","frasco","bottle, jar, flask","nm","4477"
"4478","inquietante","disquieting","adj","4478"
"4479","visual","visual","adj","4479"
"4480","verdura","vegetables, greenery","nf","4480"
"4481","violación","violation, rape","nf","4481"
"4482","innovación","innovation","nf","4482"
"4483","tertulia","get-together, meeting of friends","nf","4483"
"4484","carcajada","hearty laughter, guffaw","nf","4484"
"4485","cancha","playing field, court","nf","4485"
"4486","republicano","republican","adj","4486"
"4487","destruido","destroyed","adj","4487"
"4488","aburrimiento","boredom","nm","4488"
"4489","trabajador","hardworking (adj)","adj","4489"
"4490","inquietar","to make uneasy, disturb","v","4490"
"4491","grandioso","magnificent, grandiose","adj","4491"
"4492","específicamente","specifically","adv","4492"
"4493","exportación","export, exportation","nf","4493"
"4494","extremadamente","extremely","adv","4494"
"4495","expandir","to expand","v","4495"
"4496","predecir","to predict","v","4496"
"4497","dichoso","fortunate, happy","adj","4497"
"4498","condicionar","to condition, determine","v","4498"
"4499","agrario","agrarian, agricultural","adj","4499"
"4500","suizo","Swiss","adj","4500"
"4501","presunto","alleged, presumed","adj","4501"
"4502","tranvía","trolley, tram, streetcar","nm","4502"
"4503","alertar","to alert, warn","v","4503"
"4504","cordón","cord, yarn, braid","nm","4504"
"4505","prioridad","priority","nf","4505"
"4506","modalidad","mode, manner","nf","4506"
"4507","desenlace","outcome, result","nm","4507"
"4508","bailarín","dancer","nm/f","4508"
"4509","artefacto","artifact, device","nm","4509"
"4510","trono","throne","nm","4510"
"4511","adjetivo","adjective","nm","4511"
"4512","gama","range, musical scale","nf","4512"
"4513","enfermar","to become ill","v","4513"
"4514","gabinete","cabinet, den, office","nm","4514"
"4515","indagar","to investigate [also investigar]","v","4515"
"4516","vertiginoso","dizzying","adj","4516"
"4517","decente","respectable, decent","adj","4517"
"4518","congelado","frozen","adj","4518"
"4519","peón","unskilled laborer, field hand","nm","4519"
"4520","triple","triple","adj","4520"
"4521","inspector","inspector","nm/f","4521"
"4522","órbita","orbit, socket, field","nf","4522"
"4523","autopista","freeway, motorway","nf","4523"
"4524","prosa","prose","nf","4524"
"4525","paréntesis","parenthesis, digression","nm","4525"
"4526","fabricación","manufacture, production","nf","4526"
"4527","lesión","injury, wound, harm","nf","4527"
"4528","mejilla","cheek","nf","4528"
"4529","inseguro","unsure, unsafe","adj","4529"
"4530","muelle","wharf, dock","nm","4530"
"4531","velo","veil","nm","4531"
"4532","decoración","decoration","nf","4532"
"4533","rancho","ranch, farm","nm","4533"
"4534","exceder","to exceed, excel","v","4534"
"4535","joder","to f**k, screw (around/up)","v","4535"
"4536","irónico","ironic, mocking","adj","4536"
"4537","alarmar","to alarm","v","4537"
"4538","negociación","negotiation","nf","4538"
"4539","euforia","euphoria, elation","nf","4539"
"4540","convencimiento","convincing (nm)","nm","4540"
"4541","asombrado","amazed, bewildered","adj","4541"
"4542","rascar","to scratch, scrape","v","4542"
"4543","desconcierto","disorder, chaos","nm","4543"
"4544","economista","economist","nm/f","4544"
"4545","oficialmente","officially","adv","4545"
"4546","sofisticado","sophisticated","adj","4546"
"4547","sobra","excess, surplus, leftover","nf","4547"
"4548","enredar","to entangle, ensnare","v","4548"
"4549","ingenioso","ingenious, clever","adj","4549"
"4550","tasa","rate, fee, levy","nf","4550"
"4551","balanza","balance, (measuring) scale","nf","4551"
"4552","factura","invoice, bill","nf","4552"
"4553","hormiga","ant","nf","4553"
"4554","vulnerable","vulnerable","adj","4554"
"4555","oso","bear","nm","4555"
"4556","trazo","line, stroke","nm","4556"
"4557","geométrico","geometric","adj","4557"
"4558","suspirar","to sigh","v","4558"
"4559","gusano","worm, caterpillar","nm","4559"
"4560","bendito","blessed","adj","4560"
"4561","conferir","to confer","v","4561"
"4562","manía","obsession, mania","nf","4562"
"4563","disculpa","apology, excuse","nf","4563"
"4564","trascendente","transcendent","adj","4564"
"4565","alarmante","alarming","adj","4565"
"4566","pequeñito","very small, tiny","adj","4566"
"4567","predominar","to predominate","v","4567"
"4568","metáfora","metaphor","nf","4568"
"4569","penetración","penetration, insight","nf","4569"
"4570","pasajero","fleeting, transitory (adj)","adj","4570"
"4571","whisky","whisky","nm","4571"
"4572","turístico","tourist (adj)","adj","4572"
"4573","despejar","to clear up","v","4573"
"4574","delirio","delirium, nonsense","nm","4574"
"4575","impecable","impeccable, faultless","adj","4575"
"4576","soberbio","proud, arrogant [also orgulloso]","adj","4576"
"4577","librería","bookstore","nf","4577"
"4578","documentación","documentation","nf","4578"
"4579","sonriente","smiling","adj","4579"
"4580","decena","ten (of something)","nf","4580"
"4581","nulo","void, null","adj","4581"
"4582","tigre","tiger","nm","4582"
"4583","premiar","to award","v","4583"
"4584","implacable","relentless, implacable","adj","4584"
"4585","senda","path, lane","nf","4585"
"4586","temperamento","temperament, personality","nm","4586"
"4587","brevemente","briefly","adv","4587"
"4588","desayunar","to have breakfast","v","4588"
"4589","productivo","productive, profitable","adj","4589"
"4590","dicha","fortune, happiness, luck","nf","4590"
"4591","andaluz","Andalusian","adj","4591"
"4592","acta","meeting proceedings, minutes","nf el","4592"
"4593","cera","wax","nf","4593"
"4594","tanque","tank, large container","nm","4594"
"4595","institucional","institutional","adj","4595"
"4596","vigoroso","vigorous, strong","adj","4596"
"4597","batería","battery, gun deck","nf","4597"
"4598","crema","cream","nf","4598"
"4599","atroz","atrocious","adj","4599"
"4600","entretenimiento","entertainment","nm","4600"
"4601","pala","shovel","nf","4601"
"4602","servidumbre","staff of servants, servitude","nf","4602"
"4603","resucitar","to resuscitate, revive ","v","4603"
"4604","psicólogo","psychologist","nm/f","4604"
"4605","sabroso","delicious, tasty","adj","4605"
"4606","actriz","actress","nf","4606"
"4607","esencialmente","essentially","adv","4607"
"4608","larguísimo","very long","adj","4608"
"4609","simultáneo","simultaneous","adj","4609"
"4610","burro","donkey","nm","4610"
"4611","procedencia","origin, source","nf","4611"
"4612","fiscal","district attorney, prosecutor (nc)","nc","4612"
"4613","trascendental","momentous, transcendental","adj","4613"
"4614","colorado","red, colored","adj","4614"
"4615","financiar","to finance","v","4615"
"4616","participante","participant","nm","4616"
"4617","rescate","rescue, ransom","nm","4617"
"4618","apuro","trouble, predicament","nm","4618"
"4619","sudar","to sweat","v","4619"
"4620","prestigioso","prestigious","adj","4620"
"4621","cautela","caution","nf","4621"
"4622","crónico","chronic","adj","4622"
"4623","táctica","tactics, strategy","nf","4623"
"4624","descuido","neglect, oversight","nm","4624"
"4625","bíblico","biblical","adj","4625"
"4626","matanza","slaughter, carnage","nf","4626"
"4627","perturbar","to perturb, upset","v","4627"
"4628","paterno","paternal","adj","4628"
"4629","escrito","manuscript, writing","nm","4629"
"4630","pinta","pint, aspect, dot","nf","4630"
"4631","envidiar","to envy","v","4631"
"4632","reposar","to rest, lie down","v","4632"
"4633","acelerado","accelerated, quick","adj","4633"
"4634","árido","arid, dry","adj","4634"
"4635","caprichoso","capricious, whimsical","adj","4635"
"4636","minúsculo","minute, insignificant","adj","4636"
"4637","caldo","broth, bouillon, soup","nm","4637"
"4638","agonía","agony, grief","nf","4638"
"4639","deteriorar","to deteriorate","v","4639"
"4640","tregua","truce, rest","nf","4640"
"4641","vestuario","wardrobe, changing room","nm","4641"
"4642","desesperar","to despair, lose hope","v","4642"
"4643","bodega","cellar, pantry, warehouse","nf","4643"
"4644","antena","antenna","nf","4644"
"4645","ligar","to tie, link, bind","v","4645"
"4646","maldad","evil, wickedness","nf","4646"
"4647","obediencia","obedience","nf","4647"
"4648","ocurrencia","idea, witty remark","nf","4648"
"4649","abiertamente","openly","adv","4649"
"4650","complemento","complement, supplement","nm","4650"
"4651","editor","editor, publisher","nm/f","4651"
"4652","periodismo","journalism","nm","4652"
"4653","piscina","swimming pool","nf","4653"
"4654","provincial","provincial","adj","4654"
"4655","mediar","to mediate","v","4655"
"4656","endurecer","harden, make hard","v","4656"
"4657","tradicionalmente","traditionally","adv","4657"
"4658","inyección","shot, injection","nf","4658"
"4659","ilegal","illegal","adj","4659"
"4660","reproche","reproach, criticism","nm","4660"
"4661","consistencia","consistency","nf","4661"
"4662","nobleza","nobility, uprightness","nf","4662"
"4663","terrestre","earthly, of the earth","adj","4663"
"4664","impotencia","impotence","nf","4664"
"4665","vislumbrar","to glimpse","v","4665"
"4666","cordial","cordial, friendly","adj","4666"
"4667","hostilidad","hostility, enmity","nf","4667"
"4668","angustiado","anguished, distressed","adj","4668"
"4669","medicamento","medicine, drug","nm","4669"
"4670","entrenar","to train","v","4670"
"4671","piadoso","pious, devout, merciful","adj","4671"
"4672","corporal","of the body, corporal","adj","4672"
"4673","conspiración","conspiracy","nf","4673"
"4674","ilimitado","unlimited","adj","4674"
"4675","detención","detention, arrest","nf","4675"
"4676","autobús","bus","nm","4676"
"4677","firmemente","firmly","adv","4677"
"4678","esporádico","sporadic","adj","4678"
"4679","destreza","skill","nf","4679"
"4680","razonar","to reason out, think","v","4680"
"4681","entrañas","insides, bowels","nf","4681"
"4682","gratitud","gratitude","nf","4682"
"4683","rectificar","to rectify, straighten out","v","4683"
"4684","melancólico","melancholy","adj","4684"
"4685","editorial","publisher (f), editorial article (m)","nmf","4685"
"4686","móvil","mobile","adj","4686"
"4687","bicho","bug, creature","nm","4687"
"4688","martillo","hammer","nm","4688"
"4689","robusto","strong, robust, sturdy","adj","4689"
"4690","cooperación","cooperation","nf","4690"
"4691","elevación","rise, elevation, increase","nf","4691"
"4692","atentado","attack, offense","nm","4692"
"4693","puñado","fistful, small group","nm","4693"
"4694","llano","flat, level, plain","adj","4694"
"4695","colombiano","Colombian","adj","4695"
"4696","sirena","siren, mermaid","nf","4696"
"4697","espuma","foam, lather","nf","4697"
"4698","cirujano","surgeon","nm/f","4698"
"4699","angustioso","distressing","adj","4699"
"4700","vereda","path, sidewalk","nf","4700"
"4701","excitar","to excite","v","4701"
"4702","reivindicación","claim, demand, redemption","nf","4702"
"4703","infección","infection","nf","4703"
"4704","chiquillo","kid, youngster","nm","4704"
"4705","distracción","distraction, amusement","nf","4705"
"4706","enumerar","to enumerate, count","v","4706"
"4707","estadístico","statistical","adj","4707"
"4708","ingrediente","ingredient","nm","4708"
"4709","posar","to rest, pose, land","v","4709"
"4710","maligno","evil, malignant","adj","4710"
"4711","irritar","to irritate","v","4711"
"4712","pugna","battle, struggle","nf","4712"
"4713","comprensivo","understanding (adj)","adj","4713"
"4714","hueco","hollow (adj)","adj","4714"
"4715","torta","cake","nf","4715"
"4716","intérprete","performer, interpreter","nc","4716"
"4717","araña","spider","nf","4717"
"4718","facción","face feature, faction","nf","4718"
"4719","elocuente","eloquent","adj","4719"
"4720","tumbar","to knock over, cast down","v","4720"
"4721","adentrar","to penetrate, go inside","v","4721"
"4722","diplomático","diplomat (nm/f)","nm/f","4722"
"4723","exhibición","exhibition, showing","nf","4723"
"4724","relajar","to relax","v","4724"
"4725","escaparate","showcase, display window","nm","4725"
"4726","afín","related, similar","adj","4726"
"4727","sargento","sergeant","nm","4727"
"4728","recrear","to recreate, amuse","v","4728"
"4729","usual","normal, usual","adj","4729"
"4730","estética","aesthetics","nf","4730"
"4731","caballería","cavalry, knighthood","nf","4731"
"4732","padrino","godparent, sponsor","nm","4732"
"4733","diversidad","diversity, variety","nf","4733"
"4734","banquete","banquet, feast","nm","4734"
"4735","bancario","bank, banking","adj","4735"
