"index","word","meaning","furi","pos","e.g.","eng","freq"
"1854","布団","futon, bedquilt","布団[ふとん]","Noun","母[はは]が<b> 布団[ふとん]</b>を 干[ほ]している。","My mother is airing the futons.","2884"
"1855","小包","parcel, package","小包[こづつみ]","Noun","フランスの 友達[ともだち]から<b> 小包[こづつみ]</b>が 届[とど]いた。","A package arrived from a friend in France.","24241"
"1856","ざあざあ","(sound of pouring rain) heavily, pouring","ざあざあ","Adverb","雨[あめ]が<b>ざあざあ</b> 降[ふ]っている。","It's pouring.","57176"
"1857","包む","wrap, pack","包[つつ]む","Verb","プレゼントをきれいな 紙[かみ]で<b> 包[つつ]みました</b>。","I wrapped the present in beautiful paper.","1096"
"1858","飾る","decorate, exhibit","飾[かざ]る","Verb","テーブルの 上[うえ]に 花[はな]を<b> 飾[かざ]りました</b>。","I decorated the table with flowers.","2726"
"1859","手帳","pocketbook, memo","手帳[てちょう]","Noun","新[あたら]しい<b> 手帳[てちょう]</b>を 買[か]いました。","I bought a new notebook.","4921"
"1860","電話帳","telephone book","電話帳[でんわちょう]","Noun","<b> 電話帳[でんわちょう]</b>を 見[み]せてください。","Please show me the telephone book.","19163"
"1861","ジャガイモ","potato","ジャガイモ","Noun","ポテトサラダを 作[つく]るから、<b>ジャガイモ</b>を 買[か]ってきて。","I'm going to make potato salad, so go and buy some potatoes.","20397"
"1862","牛乳","milk","牛乳[ぎゅうにゅう]","Noun","私[わたし]は 毎朝[まいあさ]、&nbsp;<b>牛乳[ぎゅうにゅう]</b>を 飲[の]む。","I drink milk every morning.","7433"
"1863","玄関","entrance, doorway","玄関[げんかん]","Noun","<b> 玄関[げんかん]</b>に 花[はな]を 飾[かざ]りました。","I decorated the entrance with flowers.","977"
"1864","眼鏡","glasses, judgment","眼鏡[めがね]","Noun","彼[かれ]は<b> 眼鏡[めがね]</b>をかけています。","He's wearing glasses.","2458"
"1865","眠い","sleepy","眠[ねむ]い","Adjective","今日[きょう]はとても<b> 眠[ねむ]い</b>です。","I'm very sleepy today.","4792"
"1866","ソファ","sofa, sofa bed","ソファ","Noun","この<b>ソファ</b>は 気持[きも]ちがいい。","This sofa is very comfortable.","2351"
"1867","眠る","sleep","眠[ねむ]る","Verb","昨日[きのう]は 8時間[はちじかん]<b> 眠[ねむ]りました</b>。","I slept for eight hours yesterday.","758"
"1868","封筒","envelope","封筒[ふうとう]","Noun","その 手紙[てがみ]を<b> 封筒[ふうとう]</b>に 入[い]れた。","I put that letter in an envelope.","3619"
"1869","出かける","go out, be about to go out","出[で]かける","Verb","主人[しゅじん]はもう<b> 出[で]かけました</b>。","My husband has already gone out.","807"
"1870","かかる","hang, splash, take (timeなど) が","かかる","Verb","壁[かべ]に 大[おお]きな 時計[とけい]が<b>かかっています</b>。","There's a big clock hanging on the wall.","222"
"1871","煙草","tobacco, cigarette","煙草[たばこ]","Noun","彼[かれ]は&nbsp;<b>煙草[たばこ]</b>を 吸[す]いません。","He doesn't smoke.","1317"
"1872","掛け算","multiplication","掛[か]け 算[ざん]","Verbal Noun","弟[おとうと]は<b> 掛[か]け 算[ざん]</b>を 習[なら]っている。","My little brother is learning his multiplication tables.","68263"
"1873","拍手","applause, clapping","拍手[はくしゅ]","Verbal Noun","大[おお]きな<b> 拍手[はくしゅ]</b>が 上[あ]がった。","There was a big round of applause.","4477"
"1874","掃除","cleaning","掃除[そうじ]","Verbal Noun","週末[しゅうまつ]は 部屋[へや]の<b> 掃除[そうじ]</b>をしました。","I cleaned my room on the weekend.","2926"
"1875","掃く","sweep, brush","掃[は]く","Verb","床[ゆか]をほうきで<b> 掃[は]きました</b>。","I swept the floor with a broom.","11833"
"1876","ちょうど","exactly, as if","ちょうど","Adverb","値段[ねだん]は<b>ちょうど</b> 3万円[さんまんえん]です。","The price is exactly 30,000 yen.","688"
"1877","掃除機","vacuum cleaner","掃除機[そうじき]","Noun","<b> 掃除機[そうじき]</b>が 壊[こわ]れた。","The vacuum cleaner broke.","29809"
"1878","握る","grasp, to press into shape (onigiri, sushi)","握[にぎ]る","Verb","少女[しょうじょ]は 母親[ははおや]の 手[て]を<b> 握[にぎ]った</b>。","The girl clasped her mother's hand.","868"
"1879","握手","handshake, handshaking","握手[あくしゅ]","Verbal Noun","彼[かれ]らは<b> 握手[あくしゅ]</b>をした。","They shook hands.","5336"
"1880","迎える","welcome, go to meet","迎[むか]える","Verb","姉[あね]が 空港[くうこう]まで<b> 迎[むか]え</b>に 来[き]てくれます。","My big sister is coming to pick me up at the airport.","920"
"1881","ちょっと","just a moment, just a little, easily","ちょっと","Adverb","もう<b>ちょっと</b> 塩[しお]を 入[い]れて。","Put in a little more salt.","196"
"1882","お巡りさん","policeman","お 巡[まわ]りさん","Noun","あの<b>お 巡[まわ]りさん</b>に 道[みち]を 聞[き]きましょう。","Let's ask that policeman how to get there.","24009"
"1883","いくつ","how many, how old","いくつ","Noun","娘[むすめ]さんは<b>いくつ</b>になりましたか。","How old is your daughter now?","965"
"1884","幾ら","how much","幾[いく]ら","Noun","この 靴[くつ]は<b> 幾[いく]ら</b>ですか。","How much are these shoes?","16541"
"1885","冗談","joke","冗談[じょうだん]","Noun","<b> 冗談[じょうだん]</b>は 止[や]めてください。","Please stop joking.","1217"
"1886","つく","be on, switched on","つく","Verb","部屋[へや]の 電気[でんき]が<b>ついています</b>。","The room light is on.","124"
"1887","穴","hole, cavity","穴[あな]","Noun","靴下[くつした]に<b> 穴[あな]</b>が 開[あ]いている。","There are holes in my socks.","906"
"1888","寂しい","lonely, desolate, sad","寂[さび]しい","Adjective","これは<b> 寂[さび]しい</b> 曲[きょく]ですね。","This is a sad song.","2953"
"1889","丁寧","polite, courteous, careful","丁寧[ていねい]","Adjectival Noun","彼女[かのじょ]はいつも<b> 丁寧[ていねい]</b>に 仕事[しごと]をします。","She always works carefully.","3276"
"1890","かわいそう","poor, pitiable","可哀相[かわいそう]","Adjectival Noun","その<b>かわいそう</b>な 子供[こども]たちは 食[た]べるものがない。","Those poor children have nothing to eat.","3142"
"1891","てんぷら","tempura, Japanese deep-fried breaded food","てんぷら","Noun","私[わたし]はえびの<b>てんぷら</b>が 好[す]きです。","I like shrimp tempura.","42439"
"1892","怪我","injury","怪我[けが]","Verbal Noun","彼女[かのじょ]は 腕[うで]を<b> 怪我[けが]</b>した。","She injured her arm.","2883"
"1893","我慢","patience, self-restraint","我慢[がまん]","Verbal Noun","彼[かれ]のわがままには<b> 我慢[がまん]</b>できません。","I can't put up with his selfishness.","1902"
"1894","幼稚園","kindergarten","幼稚園[ようちえん]","Noun","娘[むすめ]は<b> 幼稚園[ようちえん]</b>に 通[かよ]っています。","My daughter goes to kindergarten.","9630"
"1895","隠れる","hide, disappear","隠[かく]れる","Verb","太陽[たいよう]が 雲[くも]に<b> 隠[かく]れた</b>。","The sun hid behind the clouds.","1739"
"1896","とんとん","tapping","とんとん","Adverb","母[はは]の 肩[かた]を<b>とんとん</b>たたいた。","I patted my mother's shoulders as a massage.","21871"
"1897","日陰","the shade","日陰[ひかげ]","Noun","暑[あつ]いので<b> 日陰[ひかげ]</b>で 休[やす]みましょう。","It's hot so let's take a rest in the shade.","21596"
"1898","随分","extremely, considerably","随分[ずいぶん]","Adverb","<b></b><b>随分[ずいぶん</b>]&nbsp;早[はや]く 終[お]わったね。","You finished really early, didn't you?","1062"
"1899","頑張る","persist, be tenacious","頑張[がんば]る","Verb","明日[あした]の 試験[しけん]、<b> 頑張[がんば]って</b>ね。","Good luck on tomorrow's exam.","2969"
"1900","頃","when~, about~, time","頃[ころ]","Noun","子供[こども]の<b> 頃[ころ]</b>、よくその 公園[こうえん]で 遊[あそ]んだ。","I often played in that park when I was a kid.","466"
"1901","人参","carrot","人参[にんじん]","Noun","私[わたし]は<b>人参[にんじん]</b>が 嫌[きら]いだ。","I hate carrots.","20113"
"1902","この頃","these days, recently","この 頃[ごろ]","Noun","<b>この 頃[ごろ]</b>、よく 肩[かた]が 凝[こ]る。","These days I often get stiff shoulders.","3602"
"1903","消防署","fire station","消防署[しょうぼうしょ]","Noun","この 町[まち]には<b> 消防署[しょうぼうしょ]</b>が 1[ひと]つしかありません。","There's only one fire station in this town.","34937"
"1904","尋ねる","inquire, search for","尋[たず]ねる","Verb","彼女[かのじょ]は 道[みち]を<b> 尋[たず]ねた</b>。","She asked for directions.","863"
"1905","缶詰","canned goods","缶詰[かんづめ]","Noun","<b> 缶詰[かんづめ]</b>のフルーツはとても 甘[あま]い。","Canned fruit is very sweet.","15043"
"1906","ぬるい","lukewarm","ぬるい","Adjective","風呂[ふろ]が<b>ぬるかった</b>。","The bath was lukewarm.","18693"
"1907","缶","can, tin","缶[かん]","Noun","コーヒーはその<b> 缶[かん]</b>に 入[はい]っています。","The coffee is in that can.","6560"
"1908","腐る","rot, corrode","腐[くさ]る","Verb","リンゴが<b> 腐[くさ]っている</b>。","This apple's rotten.","4116"
"1909","豆腐","tofu","豆腐[とうふ]","Noun","私[わたし]は 毎日[まいにち]<b> 豆腐[とうふ]</b>を 食[た]べます。","I eat tofu every day.","9391"
"1910","床","floor","床[ゆか]","Noun","<b> 床[ゆか]</b>が 濡[ぬ]れている。","The floor is wet.","572"
"1911","パーセント","percent","パーセント","Noun","この 村[むら]の 80[はちじゅっ]<b>パーセント</b>は 老人[ろうじん]です。","Eighty percent of the people in this village are elderly.","3297"
"1912","床屋","barber, barbershop","床屋[とこや]","Noun","昨日[きのう]<b> 床屋[とこや]</b>で 髪[かみ]を 切[き]った。","Yesterday I had my hair cut at the barber's.","11517"
"1913","畳","tatami, mat","畳[たたみ]","Noun","そのホテルには<b> 畳[たたみ]</b>の 部屋[へや]がある。","That hotel has tatami rooms.","1637"
"1914","畳む","fold up, shut (umbrella)","畳[たた]む","Verb","布団[ふとん]を<b> 畳[たた]んで</b>ください。","Please fold up the futon.","10794"
"1915","干す","dry (by airing out), air out","干[ほ]す","Verb","母[はは]は 洗濯物[せんたくもの]を<b> 干[ほ]して</b>います。","My mother's hanging out the laundry to dry.","8285"
"1916","ひざ","knee","ひざ","Noun","スキーで<b>ひざ</b>を 怪我[けが]しました。","I injured my knee skiing.","5371"
"1917","帽子","hat","帽子[ぼうし]","Noun","暑[あつ]いので<b> 帽子[ぼうし]</b>を 被[かぶ]りましょう。","You should wear a hat because it's hot.","1773"
"1918","ぜひ","by all means, at any cost","ぜひ","Adverb","<b> 是非[ぜひ]</b>、うちに 来[き]てください。","By all means come to my house.","6233"
"1919","敬語","honorific language, polite speech","敬語[けいご]","Noun","お 客様[きゃくさま]には<b> 敬語[けいご]</b>を 使[つか]いなさい。","Use polite language to customers.","16982"
"1920","尊敬","respect, honor","尊敬[そんけい]","Verbal Noun","祖父[そふ]は 家族[かぞく]みんなに<b> 尊敬[そんけい]</b>されています。","My grandfather is respected by the whole family.","2972"
"1921","ひじ","elbow","ひじ","Noun","彼[かれ]は<b>ひじ</b>に 怪我[けが]をした。","He injured his elbow.","14514"
"1922","敷く","lay out, spread","敷[し]く","Verb","生[う]まれて 初[はじ]めて 布団[ふとん]を<b> 敷[し]いた</b>。","I laid out the futon for the first time in my life.","3199"
"1923","雷","thunder, lightning","雷[かみなり]","Noun","<b> 雷[かみなり]</b>が 鳴[な]っています。","Thunder is rumbling.","1956"
"1924","零","zero, naught","零[れい]","Noun","今[いま]ちょうど<b> 零[れい]</b> 時[じ]です。","It's exactly midnight now.","5460"
"1925","仕舞う","put away","仕舞[しま]う","Verb","彼女[かのじょ]は 大切[たいせつ]な 書類[しょるい]を 机[つくえ]に<b> 仕舞[しま]った</b>。","She put the important documents away in her desk.","14119"
"1926","ひも","laces, string, rope","ひも","Noun","靴[くつ]の<b>ひも</b>が 切[き]れた。","The shoe lace is broken.","9153"
"1927","踊る","dance","踊[おど]る","Verb","彼女[かのじょ]はクラブで<b> 踊[おど]る</b>のが 好[す]きです。","She likes to dance at the club.","2233"
"1928","踊り","dance, dancing","踊[おど]り","Noun","この<b> 踊[おど]り</b>は 易[やさ]しいですよ。","This dance is easy.","4535"
"1929","踏む","step on, tread on","踏[ふ]む","Verb","運転手[うんてんしゅ]がブレーキを<b> 踏[ふ]んだ</b>。","The driver stepped on the brake.","1484"
