"index","word","kroman","meaning","kanja"
"5360","찬밥","can-bab","cold boiled rice",""
"5361","걷히다","geod-hi-da","to clear up, lift",""
"5362","선적","seon-jeog","shipment, shipping;<div>the nationality of a ship</div>","船積,&nbsp;船籍"
"5363","시동","si-dong","starting (of a machine)","始動"
"5364","세끼","se-ggi","three meals (a day)",""
"5365","삐치다","bbi-ci-da","to sulk",""
"5366","우애","u-ae","brotherly love","友愛"
"5367","몽골","mong-gor","Mongolia",""
"5368","난민","nan-min","refugee","難民"
"5369","어학연수","eo-hag-yeon-su","language study abroad","語學硏修"
"5370","북경","bug-gyeong","Beijing","北京"
"5371","금붕어","geum-bung-eo","goldfish","金-"
"5372","인증","in-jeung","certification, confirmation","認證"
"5373","간직하다","gan-jig-ha-da","to cherish, treasure, keep",""
"5374","유령","yu-ryeong","ghost","幽靈"
"5375","빈대떡","bin-dae-ddeog","green-bean pancake",""
"5376","친부모","cin-bu-mo","one's birth parents","親父母"
"5377","주먹밥","ju-meog-bab","rice balls",""
"5378","열애","yeor-ae","passionate love","熱愛"
"5379","소속사","so-sog-sa","agency, management company","所屬"
"5380","가두다","ga-du-da","to shut in, lock up",""
"5381","목청껏","mog-ceong-ggeos","at the top of one's voice",""
"5382","떠가다","ddeo-ga-da","to float, drift",""
"5383","서리","seo-ri","frost",""
"5384","유부녀","yu-bu-nyeo","married woman","有夫女"
"5385","묘","myo","grave, tomb","墓"
"5386","과시하다","gwa-si-ha-da","to show off, parade","誇示"
"5387","총동원하다","cong-dong-weon-ha-da","to mobilize all the resources","總動員"
"5388","뜨개질","ddeu-gae-jir","knitting",""
"5389","야식","ya-sig","late-night snack","夜食"
"5390","사돈","sa-don","relatives by marriage, in-laws","査頓"
"5391","총점","cong-jeom","total score","總點"
"5392","관리실","gwan-ri-sir","administrative office","管理室"
"5393","경호원","gyeong-ho-weon","bodyguard, escort","警護員"
"5394","집집마다","jib-jib-ma-da","every house",""
"5395","완결","wan-gyeor","completion, conclusion","完結"
"5396","애독자","ae-dog-ja","(devoted) reader","愛讀者"
"5397","헛소리","heos-so-ri","nonsense, silly talk",""
"5398","액운","aeg-un","bad luck, misfortune","厄運"
"5399","과수원","gwa-su-weon","orchard, fruit garden","果樹園"
"5400","동구","dong-gu","entrance to a village","洞口"
"5401","전차","jeon-ca","tram;<div>tank</div>","電車,&nbsp;戰車"
"5402","검사관","geom-sa-gwan","inspector, examiner","檢査官"
"5403","선곡","seon-gog","selection of music","選曲"
"5404","학제","hag-je","school system","學制"
"5405","연차","yeon-ca","annual","年次"
"5406","개학하다","gae-hag-ha-da","for school to start (after vacations)","開學"
"5407","수능","su-neung","college entrance exams (short from 수학능력시험)","修學能力試驗"
"5408","문맹","mun-maeng","illiteracy","文盲"
"5409","오보","o-bo","false (incorrect) report","誤報"
"5410","상무","sang-mu","director","常務"
"5411","오그라들다","o-geu-ra-deur-da","to shrink, shrivel",""
"5412","일꾼","ir-ggun","worker",""
"5413","제왕","je-wang","king, emperor","帝王"
"5414","명찰","myeong-car","name tag","名札"
"5415","변태","byeon-tae","pervert","變態"
"5416","계략","gye-ryag","scheme, trick, plot","計略"
"5417","봉변","bong-byeon","humiliation, mishap","逢變"
"5418","무의식적","mu-eui-sig-jeog","unconscious, involuntary","無意識的"
"5419","상큼하다","sang-keum-ha-da","to be fresh, refreshing",""
"5420","명곡","myeong-gog","classic, musical masterpiece","名曲"
"5421","물어내다","mur-eo-nae-da","to pay for, compensate",""
"5422","동아줄","dong-a-jur","rope",""
"5423","수하물","su-ha-mur","luggage","手荷物"
"5424","중독성","jung-dog-seong","addictiveness;<br>toxicity","中毒性"
"5425","마귀할멈","ma-gwi-har-meom","witch","魔鬼-"
"5426","또박또박","ddo-bag-ddo-bag","clearly, neatly",""
"5427","댓글","daes-geur","comment",""
"5428","주군","ju-gun","one's master","主君"
"5429","일거리","ir-geo-ri","work, things to do, task",""
"5430","수락","su-rag","acceptance, consent","受諾"
"5431","뒤져보다","dwi-jyeo-bo-da","to look for, hunt after, rummage",""
"5432","비틀다","bi-teur-da","to twist",""
"5433","청와대","ceong-wa-dae","the Blue House, Korean presidential mansion","靑瓦臺"
"5434","화염","hwa-yeom","flame, blaze","火焰"
"5435","노년기","no-nyeon-gi","old age","老年期"
"5436","분장하다","bun-jang-ha-da","to put on make up, dress as","扮裝"
"5437","어구","eo-gu","phrase;<div>fishing gear</div>","語句,&nbsp;漁具"
"5438","기러기","gi-reo-gi","wild goose",""
"5439","램프","raem-peu","lamp",""
"5440","투수","tu-su","pitcher","投手"
"5441","도토리","do-to-ri","acorn",""
"5442","외가","oe-ga","one's mother's parents' home","外家"
"5443","신작","sin-jag","new (piece of) work","新作"
"5444","단풍나무","dan-pung-na-mu","maple","丹楓-"
"5445","본체만체하다","bon-ce-man-ce-ha-da","to ignore, pretend not to see",""
"5446","파마하다","pa-ma-ha-da","to get a perm",""
"5447","늪","neup","swamp, marsh, bog",""
"5448","장님","jang-nim","blind person",""
"5449","펄럭펄럭","peor-reog-peor-reog","with a flutter, flapping",""
"5450","해수","hae-su","seawater","海水"
"5451","마주서다","ma-ju-seo-da","to stand face to face",""
"5452","수다쟁이","su-da-jaeng-i","talkative person",""
"5453","금반지","geum-ban-ji","gold ring","金半指"
"5454","주중","ju-jung","weekdays","週中"
"5455","무디다","mu-di-da","to be blunt, dull",""
"5456","칼날","kar-nar","blade of a knife",""
"5457","타자","ta-ja","typing;<div>batter, hitter</div>","打字,&nbsp;打者"
"5458","지팡이","ji-pang-i","walking stick, cane, wand",""
"5459","만담","man-dam","gag, comic talk","漫談"
"5460","물집","mur-jib","blister",""
"5461","장가가다","jang-ga-ga-da","to get married (for a man)",""
"5462","절레절레","jeor-re-jeor-re","shaking one's head",""
"5463","하이웨이","ha-i-we-i","highway",""
"5464","놀이동산","nor-i-dong-san","amusement park",""
"5465","공공기관","gong-gong-gi-gwan","public institution","公共機關"
"5466","탐내다","tam-nae-da","to want, desire, covet","貪-"
"5467","변소","byeon-so","bathroom, toilet","便所"
"5468","조교","jo-gyo","teaching assistant","助敎"
"5469","룸메이트","rum-me-i-teu","roommate",""
"5470","학생회관","hag-saeng-hoe-gwan","student center","學生會館"
"5471","당초에","dang-co-e","initially, originally","當初-"
"5472","주걱","ju-geog","spatula, paddle",""
"5473","전봇대","jeon-bos-dae","telephone pole","電報-"
"5474","머리핀","meo-ri-pin","hairpin",""
"5475","정찰제","jeong-car-je","fixed-price system","正札制"
"5476","친목","cin-mog","friendship","親睦"
"5477","전골","jeon-gor","beef with vegetables cooked in a casserole",""
"5478","잔혹하다","jan-hog-ha-da","to be cruel, heartless, ruthless","殘酷"
"5479","무역항","mu-yeog-hang","trade port","貿易港"
"5480","수족관","su-jog-gwan","aquarium","水族館"
"5481","식물원","sig-mur-weon","botanical garden","植物園"
"5482","새끼손가락","sae-ggi-son-ga-rag","little finger",""
"5483","국자","gug-ja","ladle",""
"5484","사당","sa-dang","shrine","祠堂"
"5485","의뢰인","eui-roe-in","client","依賴人"
"5486","짠돌이","jjan-dor-i","cheap (stingy, frugal) person",""
"5487","고사","go-sa","examination","考査"
"5488","가불하다","ga-bur-ha-da","to pay in advance","假拂"
"5489","문제집","mun-je-jib","workbook","問題集"
"5490","원상복구","weon-sang-bog-gu","restoration to the original state","原狀復舊"
"5491","하키","ha-ki","hockey",""
"5492","법학","beob-hag","law","法學"
"5493","새어머니","sae-eo-meo-ni","stepmother",""
"5494","채권자","cae-gweon-ja","creditor","債權者"
"5495","채무","cae-mu","debt","債務"
"5496","불륜","bur-ryun","affair, adultery","不倫"
"5497","우두머리","u-du-meo-ri","leader, chief, boss",""
"5498","탈진하다","tar-jin-ha-da","to be exhausted, drained","脫盡"
"5499","눈부처","nun-bu-ceo","one's image reflected in a person's eye",""
"5500","덫","deoc","trap, snare",""
"5501","청첩장","ceong-ceob-jang","wedding invitation","請牒狀"
"5502","독수리","dog-su-ri","eagle","禿-"
"5503","호적","ho-jeog","family register","戶籍"
"5504","차편","ca-pyeon","transportation","車便"
"5505","꽃바구니","ggoc-ba-gu-ni","flower basket",""
"5506","요술","yo-sur","magic, sorcery","妖術"
"5507","빚내다","bij-nae-da","to borrow money",""
"5508","층지다","ceung-ji-da","to have layers","層-"
"5509","첩","ceob","concubine;<div>book, album</div>","妾,&nbsp;帖"
"5510","운수","un-su","fortune, luck;<br>transportation","運數, 運輸"
"5511","등기우편","deung-gi-u-pyeon","registered mail","登記郵便"
"5512","청명하다","ceong-myeong-ha-da","to be fine, clear","淸明"
"5513","전보","jeon-bo","telegram","電報"
"5514","간주하다","gan-ju-ha-da","to regard, consider","看做"
"5515","숙지하다","sug-ji-ha-da","to know inside out, be fully aware","熟知"
"5516","열연","yeor-yeon","enthusiastic performance","熱演"
"5517","유괴하다","yu-goe-ha-da","to kidnap, abduct","誘拐"
"5518","애태우다","ae-tae-u-da","to worry, be anxious",""
"5519","짝퉁","jjag-tung","fake, imitation",""
"5520","술래잡기","sur-rae-jab-gi","tag, hide-and-seek",""
"5521","상급생","sang-geub-saeng","senior (in higher class than you)","上級生"
"5522","수식하다","su-sig-ha-da","to modify","修飾"
"5523","또라이","ddo-ra-i","weirdo",""
"5524","주간","ju-gan","week;<div>daytime</div>","週間,&nbsp;晝間"
"5525","괘씸하다","gwae-ssim-ha-da","to be disgraceful, outrageous;<div>to be disgusted (with, that)</div>",""
"5526","야만적","ya-man-jeog","uncivilized, savage","野蠻的"
"5527","악담하다","ag-dam-ha-da","to verbally abuse, speak ill of","惡談"
"5528","오진","o-jin","wrong diagnosis","誤診"
"5529","택일","taeg-ir","choosing one;<div>choosing the day</div>","擇一,&nbsp;擇日"
"5530","전채","jeon-cae","appetizer","前菜"
"5531","이태원","i-tae-weon","Itaewon",""
"5532","대학원생","dae-hag-weon-saeng","graduate student","大學院生"
"5533","식혜","sig-hye","sweet rice drink","食醯"
"5534","춘천","cun-ceon","Chuncheon","春川"
"5535","왕관","wang-gwan","crown","王冠"
"5536","차세대","ca-se-dae","next generation","次世代"
"5537","이목","i-mog","attention","耳目"
"5538","심기","sim-gi","mood, temper","心氣"
"5539","전매특허","jeon-mae-teug-heo","patent","專賣特許"
"5540","악행","ag-haeng","evil deed, wrongdoing","惡行"
"5541","오슬오슬","o-seur-o-seur","shivering",""
"5542","퐁당","pong-dang","with a splash",""
"5543","긴하다","gin-ha-da","to be important, urgent, essential","緊"
"5544","삽입하다","sab-ib-ha-da","to insert","揷入"
"5545","괴담","goe-dam","ghost story","怪談"
"5546","인수하다","in-su-ha-da","to take over, accept","引受"
"5547","구좌","gu-jwa","(bank) account","口座"
"5548","배반","bae-ban","betrayal","背反·背叛"
"5549","단도","dan-do","dagger, short sword","短刀"
"5550","사또","sa-ddo","district magistrate","使道"
"5551","반전","ban-jeon","reversal, turnaround;<div>antiwar</div>","反轉,&nbsp;反戰"
"5552","당번","dang-beon","duty","當番"
"5553","민생","min-saeng","public welfare, people's livelihood","民生"
"5554","새장","sae-jang","bird cage","-欌"
"5555","게재하다","ge-jae-ha-da","to print, publish","揭載"
"5556","육박하다","yug-bag-ha-da","to approach, draw near, close in","肉迫"
"5557","상세","sang-se","details, particulars","詳細"
"5558","유배","yu-bae","banishment, exile","流配"
"5559","선로","seon-ro","train tracks, railroad","線路"
"5560","금발","geum-bar","golden hair","金髮"
"5561","보따리","bo-dda-ri","bundle","褓-"
"5562","배즙","bae-jeub","pear juice",""
"5563","계집아이","gye-jib-a-i","girl",""
"5564","뜬금없이","ddeun-geum-eobs-i","all of a sudden",""
"5565","샴페인","syam-pe-in","champagne",""
"5566","추리하다","cu-ri-ha-da","to deduce, reason","推理"
"5567","정성껏","jeong-seong-ggeos","with one's utmost sincerity or whole heart","精誠-"
"5568","돌잡이","dor-jab-i","doljabi (when a baby picks out one object from several)",""
"5569","청진기","ceong-jin-gi","stethoscope","聽診器"
"5570","벼룩시장","byeo-rug-si-jang","flea market","--市場"
"5571","작업실","jag-eob-sir","workroom","作業室"
"5572","귀금속","gwi-geum-sog","jewelry, precious metal","貴金屬"
"5573","굴욕","gur-yog","humiliation, indignity","屈辱"
"5574","건반","geon-ban","keyboard, key","鍵盤"
"5575","군것질","gun-geos-jir","eating between meals",""
"5576","클릭하다","keur-rig-ha-da","to click",""
"5577","사물함","sa-mur-ham","locker","私物函"
"5578","가업","ga-eob","family business","家業"
"5579","요리책","yo-ri-caeg","cookbook","料理冊"
"5580","협찬하다","hyeob-can-ha-da","to sponsor, support","協贊"
"5581","도착지","do-cag-ji","destination","到着地"
"5582","무능","mu-neung","incompetence","無能"
"5583","부엌용품","bu-eok-yong-pum","kitchen appliances","-用品"
"5584","까불다","gga-bur-da","to act up, behave badly or silly",""
"5585","맛집","mas-jib","restaurant famous for delicious food",""
"5586","코뿔소","ko-bbur-so","rhinoceros",""
"5587","건달","geon-dar","good-for-nothing","乾達"
"5588","버겁다","beo-geob-da","to be beyond one's capability or resources",""
"5589","달인","dar-in","expert, master","達人"
"5590","잠복","jam-bog","stakeout, hiding and waiting","潛伏"
"5591","모함","mo-ham","set-up, slander, false accusations","謀陷"
"5592","벌칙","beor-cig","penalty","罰則"
"5593","완수하다","wan-su-ha-da","to carry out, accomplish","完遂"
"5594","수포","su-po","bubble;<div>blister</div>","水泡,&nbsp;水疱"
"5595","돋보기","dod-bo-gi","magnifying glass, reading glasses",""
"5596","숨바꼭질","sum-ba-ggog-jir","hide-and-seek",""
"5597","완패","wan-pae","complete defeat, crushing defeat","完敗"
"5598","꿀꺽","ggur-ggeog","gulp",""
"5599","대보다","dae-bo-da","to compare",""
"5600","현수막","hyeon-su-mag","banner","懸垂幕"
"5601","별말","byeor-mar","unexpected, absurd, or extraordinary remark","別―"
"5602","벚꽃놀이","beoj-ggoc-nor-i","picnic under the cherry blossoms",""
"5603","항공편","hang-gong-pyeon","flight","航空便"
"5604","만석","man-seog","full, fully occupied",""
"5605","동맹","dong-maeng","alliance, partnership","同盟"
"5606","대기자","dae-gi-ja","waiting person","大記者"
"5607","지지리","ji-ji-ri","extremely, awfully, terribly",""
"5608","돗자리","dos-ja-ri","mat",""
"5609","처제","ceo-je","younger sister of one's wife","妻弟"
"5610","품절되다","pum-jeor-doe-da","to be out of stock","品切"
"5611","아군","a-gun","our forces, ally","我軍"
"5612","지령","ji-ryeong","order, instruction, directive","指令"
"5613","갈매기","gar-mae-gi","seagull",""
"5614","이해심","i-hae-sim","understanding, empathy","理解心"
"5615","무전기","mu-jeon-gi","walkie-talkie, radio","無電機"
"5616","단원","dan-weon","unit;<div>member</div>","單元,&nbsp;團員"
"5617","덤벙거리다","deom-beong-geo-ri-da","to be careless",""
"5618","주꾸미","ju-ggu-mi","short arm octopus",""
"5619","둔감하다","dun-gam-ha-da","to be insensitive, obtuse, impervious","鈍感"
"5620","포털","po-teor","portal",""
"5621","뚝","ddug","with a snap;<div>suddenly</div>",""
"5622","돌풍","dor-pung","gust of wind","突風"
"5623","멜론","mer-ron","melon",""
"5624","정비사","jeong-bi-sa","mechanic","整備士"
"5625","밤사이","bam-sa-i","nighttime",""
"5626","유한하다","yu-han-ha-da","to be finite, limited","有限"
"5627","온돌방","on-dor-bang","room with the Korean floor heating system","溫突房"
"5628","아이돌","a-i-dor","K-pop band member (young, good-looking, famous)",""
